datetime,PM2.5
2022-02-19 01:00:00,18.13
2022-02-19 02:00:00,16.9
2022-02-19 03:00:00,29.41
2022-02-19 04:00:00,40.19
2022-02-19 05:00:00,44.84
2022-02-19 06:00:00,33.5
2022-02-19 07:00:00,27.63
2022-02-19 08:00:00,31.22
2022-02-19 09:00:00,33.48
2022-02-19 10:00:00,30.65
2022-02-19 11:00:00,30.33
2022-02-19 12:00:00,
2022-02-19 13:00:00,
2022-02-19 14:00:00,33.72
2022-02-19 15:00:00,35.63
2022-02-19 16:00:00,43.74
2022-02-19 17:00:00,48.9
2022-02-19 18:00:00,42.67
2022-02-19 19:00:00,33.29
2022-02-19 20:00:00,31.01
2022-02-19 21:00:00,30.29
2022-02-19 22:00:00,35.76
2022-02-19 23:00:00,31.88
2022-02-20 00:00:00,25.97
2022-02-20 01:00:00,31.32
2022-02-20 02:00:00,39.1
2022-02-20 03:00:00,43.36
2022-02-20 04:00:00,46.11
2022-02-20 05:00:00,54.84
2022-02-20 06:00:00,67.54
2022-02-20 07:00:00,58.82
2022-02-20 08:00:00,44.99
2022-02-20 09:00:00,42.22
2022-02-20 10:00:00,36.57
2022-02-20 11:00:00,29.98
2022-02-20 12:00:00,43.16
2022-02-20 13:00:00,41.98
2022-02-20 14:00:00,36.95
2022-02-20 15:00:00,38.27
2022-02-20 16:00:00,46.31
2022-02-20 17:00:00,54.37
2022-02-20 18:00:00,56.37
2022-02-20 19:00:00,46.7
2022-02-20 20:00:00,47.47
2022-02-20 21:00:00,46.26
2022-02-20 22:00:00,46.72
2022-02-20 23:00:00,34.88
2022-02-21 00:00:00,2.66
2022-02-21 01:00:00,8.9
2022-02-21 02:00:00,30.03
2022-02-21 03:00:00,25.71
2022-02-21 04:00:00,41.97
2022-02-21 05:00:00,44.57
2022-02-21 06:00:00,57.76
2022-02-21 07:00:00,66.36
2022-02-21 08:00:00,34.05
2022-02-21 09:00:00,25.4
2022-02-21 10:00:00,20.26
2022-02-21 11:00:00,16.95
2022-02-21 12:00:00,16.94
2022-02-21 13:00:00,20.8
2022-02-21 14:00:00,21.07
2022-02-21 15:00:00,18.15
2022-02-21 16:00:00,16.31
2022-02-21 17:00:00,25.8
2022-02-21 18:00:00,32.83
2022-02-21 19:00:00,42.34
2022-02-21 20:00:00,34.3
2022-02-21 21:00:00,67.87
2022-02-21 22:00:00,56.49
2022-02-21 23:00:00,39.78
2022-02-22 00:00:00,34.23
2022-02-22 01:00:00,32.16
2022-02-22 02:00:00,35.69
2022-02-22 03:00:00,27.81
2022-02-22 04:00:00,83.87
2022-02-22 05:00:00,73.1
2022-02-22 06:00:00,55.33
2022-02-22 07:00:00,63.9
2022-02-22 08:00:00,58.16
2022-02-22 09:00:00,52.12
2022-02-22 10:00:00,48.28
2022-02-22 11:00:00,49.97
2022-02-22 12:00:00,48.19
2022-02-22 13:00:00,48.01
2022-02-22 14:00:00,48.12
2022-02-22 15:00:00,48.39
2022-02-22 16:00:00,45.57
2022-02-22 17:00:00,44.58
2022-02-22 18:00:00,44.65
2022-02-22 19:00:00,48.94
2022-02-22 20:00:00,43.4
2022-02-22 21:00:00,53.27
2022-02-22 22:00:00,84.36
2022-02-22 23:00:00,54.01
2022-02-23 00:00:00,61.48
2022-02-23 01:00:00,66.26
2022-02-23 02:00:00,63.49
2022-02-23 03:00:00,85.11
2022-02-23 04:00:00,78.5
2022-02-23 05:00:00,98.53
2022-02-23 06:00:00,90.71
2022-02-23 07:00:00,64.44
2022-02-23 08:00:00,58.82
2022-02-23 09:00:00,58.85
2022-02-23 10:00:00,59.92
2022-02-23 11:00:00,63.57
2022-02-23 12:00:00,65.98
2022-02-23 13:00:00,65.45
2022-02-23 14:00:00,61.14
2022-02-23 15:00:00,56.36
2022-02-23 16:00:00,48.79
2022-02-23 17:00:00,51.64
2022-02-23 18:00:00,
2022-02-23 19:00:00,55.41
2022-02-23 20:00:00,53.91
2022-02-23 21:00:00,45.53
2022-02-23 22:00:00,46.65
2022-02-23 23:00:00,49.27
2022-02-24 00:00:00,55.14
2022-02-24 01:00:00,53.52
2022-02-24 02:00:00,52.68
2022-02-24 03:00:00,58.25
2022-02-24 04:00:00,56.55
2022-02-24 05:00:00,76.37
2022-02-24 06:00:00,55.48
2022-02-24 07:00:00,52.34
2022-02-24 08:00:00,56.59
2022-02-24 09:00:00,57.02
2022-02-24 10:00:00,51.1
2022-02-24 11:00:00,50.27
2022-02-24 12:00:00,40.02
2022-02-24 13:00:00,41.87
2022-02-24 14:00:00,54.37
2022-02-24 15:00:00,69.6
2022-02-24 16:00:00,59.06
2022-02-24 17:00:00,51.15
2022-02-24 18:00:00,46.51
2022-02-24 19:00:00,41.67
2022-02-24 20:00:00,35.73
2022-02-24 21:00:00,22.13
2022-02-24 22:00:00,31.57
2022-02-24 23:00:00,23.67
2022-02-25 00:00:00,25.59
2022-02-25 01:00:00,23.54
2022-02-25 02:00:00,24.93
2022-02-25 03:00:00,35.37
2022-02-25 04:00:00,44.02
2022-02-25 05:00:00,50.86
2022-02-25 06:00:00,37.95
2022-02-25 07:00:00,31.1
2022-02-25 08:00:00,34.99
2022-02-25 09:00:00,36.57
2022-02-25 10:00:00,34.57
2022-02-25 11:00:00,35.54
2022-02-25 12:00:00,34.93
2022-02-25 13:00:00,23.12
2022-02-25 14:00:00,31.3
2022-02-25 15:00:00,46.97
2022-02-25 16:00:00,49.4
2022-02-25 17:00:00,47.71
2022-02-25 18:00:00,54.52
2022-02-25 19:00:00,54.43
2022-02-25 20:00:00,45.92
2022-02-25 21:00:00,45.54
2022-02-25 22:00:00,44.68
2022-02-25 23:00:00,36.25
2022-02-26 00:00:00,30.16
2022-02-26 01:00:00,33.78
2022-02-26 02:00:00,
2022-02-26 03:00:00,31.76
2022-02-26 04:00:00,43.21
2022-02-26 05:00:00,47.98
2022-02-26 06:00:00,69.97
2022-02-26 07:00:00,55.5
2022-02-26 08:00:00,20.15
2022-02-26 09:00:00,13.15
2022-02-26 10:00:00,9.94
2022-02-26 11:00:00,8.57
2022-02-26 12:00:00,9.34
2022-02-26 13:00:00,8.82
2022-02-26 14:00:00,11.52
2022-02-26 15:00:00,14.49
2022-02-26 16:00:00,32.12
2022-02-26 17:00:00,38.37
2022-02-26 18:00:00,37.98
2022-02-26 19:00:00,21.71
2022-02-26 20:00:00,14.59
2022-02-26 21:00:00,16.39
2022-02-26 22:00:00,23.64
2022-02-26 23:00:00,16.89
2022-02-27 00:00:00,27.15
2022-02-27 01:00:00,25.3
2022-02-27 02:00:00,30.48
2022-02-27 03:00:00,37.61
2022-02-27 04:00:00,50.74
2022-02-27 05:00:00,42.62
2022-02-27 06:00:00,20.49
2022-02-27 07:00:00,15.39
2022-02-27 08:00:00,16.01
2022-02-27 09:00:00,15.03
2022-02-27 10:00:00,13.16
2022-02-27 11:00:00,
2022-02-27 12:00:00,
2022-02-27 13:00:00,
2022-02-27 14:00:00,16.91
2022-02-27 15:00:00,18.05
2022-02-27 16:00:00,26.14
2022-02-27 17:00:00,29.46
2022-02-27 18:00:00,28.78
2022-02-27 19:00:00,28.55
2022-02-27 20:00:00,27.92
2022-02-27 21:00:00,21.43
2022-02-27 22:00:00,21.53
2022-02-27 23:00:00,18.89
2022-02-28 00:00:00,22.29
2022-02-28 01:00:00,28.8
2022-02-28 02:00:00,32.22
2022-02-28 03:00:00,46.86
2022-02-28 04:00:00,60.51
2022-02-28 05:00:00,59.99
2022-02-28 06:00:00,49.61
2022-02-28 07:00:00,43.15
2022-02-28 08:00:00,34.13
2022-02-28 09:00:00,33.01
2022-02-28 10:00:00,27.36
2022-02-28 11:00:00,31.96
2022-02-28 12:00:00,24.71
2022-02-28 13:00:00,24.06
2022-02-28 14:00:00,27.61
2022-02-28 15:00:00,28.65
2022-02-28 16:00:00,35.28
2022-02-28 17:00:00,48.97
2022-02-28 18:00:00,55.41
2022-02-28 19:00:00,67.79
2022-02-28 20:00:00,56.03
2022-02-28 21:00:00,49.95
2022-02-28 22:00:00,41.38
2022-02-28 23:00:00,40.5
2022-03-01 00:00:00,48.24
2022-03-01 01:00:00,39.53
2022-03-01 02:00:00,60.46
2022-03-01 03:00:00,98.79
2022-03-01 04:00:00,65.03
2022-03-01 05:00:00,56.87
2022-03-01 06:00:00,42.19
2022-03-01 07:00:00,30.78
2022-03-01 08:00:00,22.24
2022-03-01 09:00:00,19.71
2022-03-01 10:00:00,18.36
2022-03-01 11:00:00,17.29
2022-03-01 12:00:00,14.49
2022-03-01 13:00:00,13.66
2022-03-01 14:00:00,12.08
2022-03-01 15:00:00,17.78
2022-03-01 16:00:00,30.03
2022-03-01 17:00:00,41.14
2022-03-01 18:00:00,49.62
2022-03-01 19:00:00,47.62
2022-03-01 20:00:00,44.7
2022-03-01 21:00:00,44.2
2022-03-01 22:00:00,52.75
2022-03-01 23:00:00,62.76
2022-03-02 00:00:00,54.8
2022-03-02 01:00:00,60.23
2022-03-02 02:00:00,76.81
2022-03-02 03:00:00,81.0
2022-03-02 04:00:00,90.28
2022-03-02 05:00:00,60.32
2022-03-02 06:00:00,51.41
2022-03-02 07:00:00,32.1
2022-03-02 08:00:00,22.57
2022-03-02 09:00:00,17.1
2022-03-02 10:00:00,14.82
2022-03-02 11:00:00,13.71
2022-03-02 12:00:00,13.09
2022-03-02 13:00:00,12.74
2022-03-02 14:00:00,13.53
2022-03-02 15:00:00,17.61
2022-03-02 16:00:00,21.27
2022-03-02 17:00:00,30.66
2022-03-02 18:00:00,32.24
2022-03-02 19:00:00,28.07
2022-03-02 20:00:00,24.0
2022-03-02 21:00:00,29.27
2022-03-02 22:00:00,24.75
2022-03-02 23:00:00,11.93
2022-03-03 00:00:00,12.58
2022-03-03 01:00:00,15.88
2022-03-03 02:00:00,18.28
2022-03-03 03:00:00,27.34
2022-03-03 04:00:00,42.55
2022-03-03 05:00:00,41.25
2022-03-03 06:00:00,46.97
2022-03-03 07:00:00,32.05
2022-03-03 08:00:00,23.11
2022-03-03 09:00:00,20.78
2022-03-03 10:00:00,15.95
2022-03-03 11:00:00,11.29
2022-03-03 12:00:00,10.83
2022-03-03 13:00:00,11.56
2022-03-03 14:00:00,13.51
2022-03-03 15:00:00,14.35
2022-03-03 16:00:00,21.14
2022-03-03 17:00:00,36.32
2022-03-03 18:00:00,39.51
2022-03-03 19:00:00,45.96
2022-03-03 20:00:00,39.76
2022-03-03 21:00:00,33.62
2022-03-03 22:00:00,35.91
2022-03-03 23:00:00,31.16
2022-03-04 00:00:00,21.95
2022-03-04 01:00:00,31.8
2022-03-04 02:00:00,25.84
2022-03-04 03:00:00,33.02
2022-03-04 04:00:00,42.84
2022-03-04 05:00:00,41.12
2022-03-04 06:00:00,21.51
2022-03-04 07:00:00,17.4
2022-03-04 08:00:00,15.35
2022-03-04 09:00:00,13.78
2022-03-04 10:00:00,13.12
2022-03-04 11:00:00,14.71
2022-03-04 12:00:00,16.85
2022-03-04 13:00:00,15.91
2022-03-04 14:00:00,17.09
2022-03-04 15:00:00,21.54
2022-03-04 16:00:00,25.95
2022-03-04 17:00:00,35.11
2022-03-04 18:00:00,36.45
2022-03-04 19:00:00,31.22
2022-03-04 20:00:00,37.31
2022-03-04 21:00:00,41.34
2022-03-04 22:00:00,45.58
2022-03-04 23:00:00,47.32
2022-03-05 00:00:00,76.56
2022-03-05 01:00:00,83.41
2022-03-05 02:00:00,63.61
2022-03-05 03:00:00,53.33
2022-03-05 04:00:00,44.19
2022-03-05 05:00:00,59.57
2022-03-05 06:00:00,62.54
2022-03-05 07:00:00,38.29
2022-03-05 08:00:00,38.03
2022-03-05 09:00:00,42.59
2022-03-05 10:00:00,29.05
2022-03-05 11:00:00,21.94
2022-03-05 12:00:00,19.67
2022-03-05 13:00:00,19.54
2022-03-05 14:00:00,25.65
2022-03-05 15:00:00,25.1
2022-03-05 16:00:00,28.95
2022-03-05 17:00:00,36.61
2022-03-05 18:00:00,45.47
2022-03-05 19:00:00,56.85
2022-03-05 20:00:00,46.84
2022-03-05 21:00:00,41.02
2022-03-05 22:00:00,42.17
2022-03-05 23:00:00,39.28
2022-03-06 00:00:00,36.79
2022-03-06 01:00:00,53.05
2022-03-06 02:00:00,62.12
2022-03-06 03:00:00,61.23
2022-03-06 04:00:00,76.94
2022-03-06 05:00:00,80.41
2022-03-06 06:00:00,49.24
2022-03-06 07:00:00,23.19
2022-03-06 08:00:00,17.15
2022-03-06 09:00:00,21.02
2022-03-06 10:00:00,21.18
2022-03-06 11:00:00,18.53
2022-03-06 12:00:00,16.42
2022-03-06 13:00:00,16.39
2022-03-06 14:00:00,15.76
2022-03-06 15:00:00,16.53
2022-03-06 16:00:00,27.0
2022-03-06 17:00:00,53.61
2022-03-06 18:00:00,43.82
2022-03-06 19:00:00,27.58
2022-03-06 20:00:00,19.44
2022-03-06 21:00:00,20.22
2022-03-06 22:00:00,25.73
2022-03-06 23:00:00,31.97
2022-03-07 00:00:00,33.61
2022-03-07 01:00:00,37.22
2022-03-07 02:00:00,49.21
2022-03-07 03:00:00,50.39
2022-03-07 04:00:00,71.05
2022-03-07 05:00:00,68.11
2022-03-07 06:00:00,41.67
2022-03-07 07:00:00,28.9
2022-03-07 08:00:00,29.36
2022-03-07 09:00:00,25.64
2022-03-07 10:00:00,25.32
2022-03-07 11:00:00,25.31
2022-03-07 12:00:00,24.49
2022-03-07 13:00:00,26.82
2022-03-07 14:00:00,33.96
2022-03-07 15:00:00,33.24
2022-03-07 16:00:00,41.92
2022-03-07 17:00:00,44.63
2022-03-07 18:00:00,50.78
2022-03-07 19:00:00,34.48
2022-03-07 20:00:00,31.84
2022-03-07 21:00:00,28.06
2022-03-07 22:00:00,23.37
2022-03-07 23:00:00,26.63
2022-03-08 00:00:00,39.85
2022-03-08 01:00:00,40.45
2022-03-08 02:00:00,40.03
2022-03-08 03:00:00,41.94
2022-03-08 04:00:00,58.72
2022-03-08 05:00:00,50.93
2022-03-08 06:00:00,46.03
2022-03-08 07:00:00,24.48
2022-03-08 08:00:00,18.63
2022-03-08 09:00:00,21.14
2022-03-08 10:00:00,17.05
2022-03-08 11:00:00,12.85
2022-03-08 12:00:00,14.36
2022-03-08 13:00:00,15.34
2022-03-08 14:00:00,23.16
2022-03-08 15:00:00,45.94
2022-03-08 16:00:00,53.41
2022-03-08 17:00:00,71.48
2022-03-08 18:00:00,97.59
2022-03-08 19:00:00,112.23
2022-03-08 20:00:00,45.2
2022-03-08 21:00:00,33.09
2022-03-08 22:00:00,38.02
2022-03-08 23:00:00,44.88
2022-03-09 00:00:00,63.67
2022-03-09 01:00:00,104.71
2022-03-09 02:00:00,136.78
2022-03-09 03:00:00,113.62
2022-03-09 04:00:00,149.22
2022-03-09 05:00:00,183.5
2022-03-09 06:00:00,115.27
2022-03-09 07:00:00,62.52
2022-03-09 08:00:00,45.64
2022-03-09 09:00:00,33.92
2022-03-09 10:00:00,29.41
2022-03-09 11:00:00,30.58
2022-03-09 12:00:00,36.48
2022-03-09 13:00:00,21.0
2022-03-09 14:00:00,18.24
2022-03-09 15:00:00,29.68
2022-03-09 16:00:00,34.2
2022-03-09 17:00:00,42.11
2022-03-09 18:00:00,37.71
2022-03-09 19:00:00,34.98
2022-03-09 20:00:00,31.99
2022-03-09 21:00:00,33.32
2022-03-09 22:00:00,32.49
2022-03-09 23:00:00,41.63
2022-03-10 00:00:00,46.34
2022-03-10 01:00:00,46.75
2022-03-10 02:00:00,47.02
2022-03-10 03:00:00,52.62
2022-03-10 04:00:00,50.29
2022-03-10 05:00:00,62.71
2022-03-10 06:00:00,48.37
2022-03-10 07:00:00,33.39
2022-03-10 08:00:00,23.79
2022-03-10 09:00:00,16.29
2022-03-10 10:00:00,18.67
2022-03-10 11:00:00,29.59
2022-03-10 12:00:00,26.08
2022-03-10 13:00:00,17.86
2022-03-10 14:00:00,17.04
2022-03-10 15:00:00,20.31
2022-03-10 16:00:00,34.32
2022-03-10 17:00:00,41.63
2022-03-10 18:00:00,40.59
2022-03-10 19:00:00,50.62
2022-03-10 20:00:00,49.56
2022-03-10 21:00:00,41.52
2022-03-10 22:00:00,48.14
2022-03-10 23:00:00,42.86
2022-03-11 00:00:00,37.68
2022-03-11 01:00:00,45.94
2022-03-11 02:00:00,83.94
2022-03-11 03:00:00,49.56
2022-03-11 04:00:00,60.03
2022-03-11 05:00:00,62.67
2022-03-11 06:00:00,46.97
2022-03-11 07:00:00,24.97
2022-03-11 08:00:00,19.66
2022-03-11 09:00:00,18.04
2022-03-11 10:00:00,16.13
2022-03-11 11:00:00,15.9
2022-03-11 12:00:00,17.16
2022-03-11 13:00:00,18.41
2022-03-11 14:00:00,22.0
2022-03-11 15:00:00,27.41
2022-03-11 16:00:00,29.34
2022-03-11 17:00:00,41.02
2022-03-11 18:00:00,37.85
2022-03-11 19:00:00,36.68
2022-03-11 20:00:00,33.76
2022-03-11 21:00:00,33.08
2022-03-11 22:00:00,34.94
2022-03-11 23:00:00,35.55
2022-03-12 00:00:00,42.11
2022-03-12 01:00:00,43.87
2022-03-12 02:00:00,43.05
2022-03-12 03:00:00,49.04
2022-03-12 04:00:00,47.07
2022-03-12 05:00:00,52.83
2022-03-12 06:00:00,25.87
2022-03-12 07:00:00,26.56
2022-03-12 08:00:00,29.95
2022-03-12 09:00:00,26.89
2022-03-12 10:00:00,24.47
2022-03-12 11:00:00,23.98
2022-03-12 12:00:00,24.1
2022-03-12 13:00:00,23.2
2022-03-12 14:00:00,18.74
2022-03-12 15:00:00,32.18
2022-03-12 16:00:00,40.3
2022-03-12 17:00:00,67.05
2022-03-12 18:00:00,52.82
2022-03-12 19:00:00,44.84
2022-03-12 20:00:00,43.67
2022-03-12 21:00:00,47.59
2022-03-12 22:00:00,61.04
2022-03-12 23:00:00,49.9
2022-03-13 00:00:00,47.06
2022-03-13 01:00:00,51.87
2022-03-13 02:00:00,64.9
2022-03-13 03:00:00,52.15
2022-03-13 04:00:00,48.21
2022-03-13 05:00:00,50.76
2022-03-13 06:00:00,46.36
2022-03-13 07:00:00,43.69
2022-03-13 08:00:00,41.23
2022-03-13 09:00:00,37.99
2022-03-13 10:00:00,31.32
2022-03-13 11:00:00,32.12
2022-03-13 12:00:00,44.27
2022-03-13 13:00:00,48.0
2022-03-13 14:00:00,44.47
2022-03-13 15:00:00,36.72
2022-03-13 16:00:00,39.28
2022-03-13 17:00:00,41.08
2022-03-13 18:00:00,40.25
2022-03-13 19:00:00,37.4
2022-03-13 20:00:00,43.4
2022-03-13 21:00:00,36.31
2022-03-13 22:00:00,37.62
2022-03-13 23:00:00,38.18
2022-03-14 00:00:00,22.35
2022-03-14 01:00:00,6.92
2022-03-14 02:00:00,15.16
2022-03-14 03:00:00,26.5
2022-03-14 04:00:00,34.63
2022-03-14 05:00:00,33.61
2022-03-14 06:00:00,23.35
2022-03-14 07:00:00,23.8
2022-03-14 08:00:00,21.62
2022-03-14 09:00:00,18.22
2022-03-14 10:00:00,18.84
2022-03-14 11:00:00,18.56
2022-03-14 12:00:00,20.41
2022-03-14 13:00:00,24.56
2022-03-14 14:00:00,30.38
2022-03-14 15:00:00,43.31
2022-03-14 16:00:00,40.4
2022-03-14 17:00:00,57.75
2022-03-14 18:00:00,65.1
2022-03-14 19:00:00,72.16
2022-03-14 20:00:00,71.84
2022-03-14 21:00:00,77.85
2022-03-14 22:00:00,61.54
2022-03-14 23:00:00,45.56
2022-03-15 00:00:00,38.43
2022-03-15 01:00:00,55.74
2022-03-15 02:00:00,70.44
2022-03-15 03:00:00,75.09
2022-03-15 04:00:00,82.14
2022-03-15 05:00:00,97.04
2022-03-15 06:00:00,64.9
2022-03-15 07:00:00,44.93
2022-03-15 08:00:00,37.23
2022-03-15 09:00:00,37.54
2022-03-15 10:00:00,41.6
2022-03-15 11:00:00,38.83
2022-03-15 12:00:00,35.25
2022-03-15 13:00:00,29.91
2022-03-15 14:00:00,29.3
2022-03-15 15:00:00,32.01
2022-03-15 16:00:00,33.11
2022-03-15 17:00:00,47.09
2022-03-15 18:00:00,54.17
2022-03-15 19:00:00,100.3
2022-03-15 20:00:00,64.59
2022-03-15 21:00:00,59.86
2022-03-15 22:00:00,44.56
2022-03-15 23:00:00,35.63
2022-03-16 00:00:00,40.19
2022-03-16 01:00:00,43.53
2022-03-16 02:00:00,35.15
2022-03-16 03:00:00,32.03
2022-03-16 04:00:00,43.27
2022-03-16 05:00:00,52.52
2022-03-16 06:00:00,76.64
2022-03-16 07:00:00,72.56
2022-03-16 08:00:00,52.13
2022-03-16 09:00:00,41.09
2022-03-16 10:00:00,42.15
2022-03-16 11:00:00,42.13
2022-03-16 12:00:00,41.18
2022-03-16 13:00:00,35.92
2022-03-16 14:00:00,33.3
2022-03-16 15:00:00,37.19
2022-03-16 16:00:00,38.3
2022-03-16 17:00:00,40.16
2022-03-16 18:00:00,44.34
2022-03-16 19:00:00,44.43
2022-03-16 20:00:00,39.28
2022-03-16 21:00:00,32.88
2022-03-16 22:00:00,31.88
2022-03-16 23:00:00,50.11
2022-03-17 00:00:00,44.21
2022-03-17 01:00:00,42.36
2022-03-17 02:00:00,43.41
2022-03-17 03:00:00,47.41
2022-03-17 04:00:00,62.29
2022-03-17 05:00:00,77.41
2022-03-17 06:00:00,52.7
2022-03-17 07:00:00,59.71
2022-03-17 08:00:00,49.36
2022-03-17 09:00:00,46.75
2022-03-17 10:00:00,45.04
2022-03-17 11:00:00,45.41
2022-03-17 12:00:00,46.24
2022-03-17 13:00:00,51.73
2022-03-17 14:00:00,55.89
2022-03-17 15:00:00,58.82
2022-03-17 16:00:00,71.28
2022-03-17 17:00:00,83.26
2022-03-17 18:00:00,118.17
2022-03-17 19:00:00,113.38
2022-03-17 20:00:00,105.72
2022-03-17 21:00:00,79.29
2022-03-17 22:00:00,67.56
2022-03-17 23:00:00,59.65
2022-03-18 00:00:00,62.06
2022-03-18 01:00:00,64.31
2022-03-18 02:00:00,73.48
2022-03-18 03:00:00,80.88
2022-03-18 04:00:00,102.0
2022-03-18 05:00:00,64.17
2022-03-18 06:00:00,51.21
2022-03-18 07:00:00,47.5
2022-03-18 08:00:00,43.2
2022-03-18 09:00:00,40.46
2022-03-18 10:00:00,37.25
2022-03-18 11:00:00,35.75
2022-03-18 12:00:00,31.96
2022-03-18 13:00:00,28.64
2022-03-18 14:00:00,29.21
2022-03-18 15:00:00,33.72
2022-03-18 16:00:00,39.37
2022-03-18 17:00:00,45.68
2022-03-18 18:00:00,45.31
2022-03-18 19:00:00,46.22
2022-03-18 20:00:00,46.35
2022-03-18 21:00:00,43.78
2022-03-18 22:00:00,39.35
2022-03-18 23:00:00,39.46
2022-03-19 00:00:00,37.4
2022-03-19 01:00:00,34.9
2022-03-19 02:00:00,40.62
2022-03-19 03:00:00,45.16
2022-03-19 04:00:00,51.96
2022-03-19 05:00:00,75.57
2022-03-19 06:00:00,46.03
2022-03-19 07:00:00,31.42
2022-03-19 08:00:00,27.05
2022-03-19 09:00:00,26.38
2022-03-19 10:00:00,20.16
2022-03-19 11:00:00,18.02
2022-03-19 12:00:00,16.14
2022-03-19 13:00:00,18.32
2022-03-19 14:00:00,17.36
2022-03-19 15:00:00,18.78
2022-03-19 16:00:00,27.61
2022-03-19 17:00:00,39.07
2022-03-19 18:00:00,36.29
2022-03-19 19:00:00,26.99
2022-03-19 20:00:00,26.5
2022-03-19 21:00:00,25.57
2022-03-19 22:00:00,19.57
2022-03-19 23:00:00,17.82
2022-03-20 00:00:00,18.79
2022-03-20 01:00:00,24.28
2022-03-20 02:00:00,31.02
2022-03-20 03:00:00,35.58
2022-03-20 04:00:00,59.87
2022-03-20 05:00:00,119.07
2022-03-20 06:00:00,73.01
2022-03-20 07:00:00,50.78
2022-03-20 08:00:00,27.81
2022-03-20 09:00:00,25.87
2022-03-20 10:00:00,24.16
2022-03-20 11:00:00,22.87
2022-03-20 12:00:00,15.38
2022-03-20 13:00:00,16.07
2022-03-20 14:00:00,18.84
2022-03-20 15:00:00,21.69
2022-03-20 16:00:00,38.22
2022-03-20 17:00:00,47.07
2022-03-20 18:00:00,40.49
2022-03-20 19:00:00,37.33
2022-03-20 20:00:00,36.98
2022-03-20 21:00:00,37.15
2022-03-20 22:00:00,27.22
2022-03-20 23:00:00,22.57
2022-03-21 00:00:00,21.0
2022-03-21 01:00:00,30.94
2022-03-21 02:00:00,37.23
2022-03-21 03:00:00,52.9
2022-03-21 04:00:00,88.49
2022-03-21 05:00:00,108.25
2022-03-21 06:00:00,72.5
2022-03-21 07:00:00,38.95
2022-03-21 08:00:00,28.22
2022-03-21 09:00:00,24.58
2022-03-21 10:00:00,22.28
2022-03-21 11:00:00,20.65
2022-03-21 12:00:00,20.24
2022-03-21 13:00:00,18.99
2022-03-21 14:00:00,19.96
2022-03-21 15:00:00,24.53
2022-03-21 16:00:00,36.64
2022-03-21 17:00:00,39.05
2022-03-21 18:00:00,45.81
2022-03-21 19:00:00,42.84
2022-03-21 20:00:00,42.06
2022-03-21 21:00:00,41.66
2022-03-21 22:00:00,43.91
2022-03-21 23:00:00,20.24
2022-03-22 00:00:00,14.33
2022-03-22 01:00:00,10.61
2022-03-22 02:00:00,20.96
2022-03-22 03:00:00,15.74
2022-03-22 04:00:00,13.71
2022-03-22 05:00:00,25.73
2022-03-22 06:00:00,25.77
2022-03-22 07:00:00,17.83
2022-03-22 08:00:00,17.38
2022-03-22 09:00:00,20.66
2022-03-22 10:00:00,22.23
2022-03-22 11:00:00,19.77
2022-03-22 12:00:00,14.74
2022-03-22 13:00:00,17.64
2022-03-22 14:00:00,14.97
2022-03-22 15:00:00,18.01
2022-03-22 16:00:00,26.61
2022-03-22 17:00:00,29.52
2022-03-22 18:00:00,29.78
2022-03-22 19:00:00,27.33
2022-03-22 20:00:00,21.59
2022-03-22 21:00:00,20.07
2022-03-22 22:00:00,14.67
2022-03-22 23:00:00,13.14
2022-03-23 00:00:00,14.9
2022-03-23 01:00:00,31.31
2022-03-23 02:00:00,25.17
2022-03-23 03:00:00,27.68
2022-03-23 04:00:00,61.32
2022-03-23 05:00:00,49.54
2022-03-23 06:00:00,44.54
2022-03-23 07:00:00,36.67
2022-03-23 08:00:00,25.68
2022-03-23 09:00:00,17.05
2022-03-23 10:00:00,14.83
2022-03-23 11:00:00,14.41
2022-03-23 12:00:00,13.06
2022-03-23 13:00:00,13.5
2022-03-23 14:00:00,16.17
2022-03-23 15:00:00,23.52
2022-03-23 16:00:00,30.45
2022-03-23 17:00:00,37.15
2022-03-23 18:00:00,39.75
2022-03-23 19:00:00,41.5
2022-03-23 20:00:00,33.68
2022-03-23 21:00:00,31.8
2022-03-23 22:00:00,29.34
2022-03-23 23:00:00,30.79
2022-03-24 00:00:00,23.29
2022-03-24 01:00:00,17.76
2022-03-24 02:00:00,20.2
2022-03-24 03:00:00,31.24
2022-03-24 04:00:00,72.31
2022-03-24 05:00:00,80.88
2022-03-24 06:00:00,57.78
2022-03-24 07:00:00,36.77
2022-03-24 08:00:00,16.01
2022-03-24 09:00:00,14.16
2022-03-24 10:00:00,14.2
2022-03-24 11:00:00,12.05
2022-03-24 12:00:00,12.79
2022-03-24 13:00:00,13.42
2022-03-24 14:00:00,16.37
2022-03-24 15:00:00,20.61
2022-03-24 16:00:00,24.52
2022-03-24 17:00:00,22.9
2022-03-24 18:00:00,27.51
2022-03-24 19:00:00,21.82
2022-03-24 20:00:00,19.93
2022-03-24 21:00:00,13.86
2022-03-24 22:00:00,5.83
2022-03-24 23:00:00,12.88
2022-03-25 00:00:00,21.44
2022-03-25 01:00:00,29.0
2022-03-25 02:00:00,30.83
2022-03-25 03:00:00,50.19
2022-03-25 04:00:00,44.68
2022-03-25 05:00:00,35.64
2022-03-25 06:00:00,26.3
2022-03-25 07:00:00,14.7
2022-03-25 08:00:00,11.35
